Year,Order_Num,Yard_Num,Vessel_Type,Propulsion,Vessel_Name,Builder,SBS_link
1857,20198,,Passenger / Cargo,Sailing Vessel,ROBERT HENDERSON,William Duthie Jnr. & Co.,view.php?a1Page=1&a1PageSize=210&builder=2040&ref=56759&vessel=ROBERT+HENDERSON
1860,27574,,Cargo,Sailing Vessel,RIFLEMAN,William Duthie Jnr. & Co.,view.php?a1Page=1&a1PageSize=210&builder=2040&ref=56760&vessel=RIFLEMAN
1861,43554,,Cargo,Sailing Vessel,BEAUTIFUL STAR,William Duthie Jnr. & Co.,view.php?a1Page=1&a1PageSize=210&builder=2040&ref=56762&vessel=BEAUTIFUL+STAR
1863,45214,,Cargo,Sailing Vessel,MARTHA BIRNIE,William Duthie Jnr. & Co.,view.php?a1Page=1&a1PageSize=210&builder=2040&ref=56764&vessel=MARTHA+BIRNIE
1864,48852,,Cargo,Sailing Vessel,SATZUMA,William Duthie Jnr. & Co.,view.php?a1Page=1&a1PageSize=210&builder=2040&ref=56765&vessel=SATZUMA
1865,48869,,Passenger / Cargo,Sailing Vessel,STRATHNAVER,William Duthie Jnr. & Co.,view.php?a1Page=1&a1PageSize=210&builder=2040&ref=56767&vessel=STRATHNAVER
1867,56600,,Passenger / Cargo,Sailing Vessel,ALEXANDER DUTHIE,William Duthie Jnr. & Co.,view.php?a1Page=1&a1PageSize=210&builder=2040&ref=56769&vessel=ALEXANDER+DUTHIE
1858,21467,,Cargo,Sailing Vessel,HUGUENOT,William Duthie Jnr. & Co.,view.php?a1Page=1&a1PageSize=210&builder=2040&ref=53021&vessel=HUGUENOT
1860,27579,,Cargo,Sailing Vessel,WATER LILY,William Duthie Jnr. & Co.,view.php?a1Page=1&a1PageSize=210&builder=2040&ref=56761&vessel=WATER+LILY
1862,44431,,Cargo,Sailing Vessel,PRINCE ALFRED,William Duthie Jnr. & Co.,view.php?a1Page=1&a1PageSize=210&builder=2040&ref=53024&vessel=PRINCE+ALFRED
1864,50108,,Passenger / Cargo,Sailing Vessel,GLENMARK,William Duthie Jnr. & Co.,view.php?a1Page=1&a1PageSize=210&builder=2040&ref=56215&vessel=GLENMARK
1865,,,Cargo,Sailing Vessel,SOVEREIGN,William Duthie Jnr. & Co.,view.php?a1Page=1&a1PageSize=210&builder=2040&ref=56766&vessel=SOVEREIGN
1866,53251,,Cargo,Sailing Vessel,COUNTESS OF KINTORE,William Duthie Jnr. & Co.,view.php?a1Page=1&a1PageSize=210&builder=2040&ref=56768&vessel=COUNTESS+OF+KINTORE
1870,64360,,Cargo,Sailing Vessel,MARY BLAIR,William Duthie Jnr. & Co.,view.php?a1Page=1&a1PageSize=210&builder=2040&ref=56771&vessel=MARY+BLAIR
,,190,,,blank ?,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53704&vessel=blank+%3F
,,222,,,blank ?,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53736&vessel=blank+%3F
1862,44435,,Cargo,Sailing Vessel,PRINCE CONSORT,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53648&vessel=PRINCE+CONSORT
1863,47305,,Cargo,Sailing Vessel,ASSHUR,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53650&vessel=ASSHUR
1864,48853,,Cargo,Sailing Vessel,SIR JOHN LAWRENCE,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53652&vessel=SIR+JOHN+LAWRENCE
1865,52594,,Passenger / Cargo,Sailing Vessel,PETER DENNY,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53654&vessel=PETER+DENNY
1866,53253,,Cargo,Sailing Vessel,CATTOFIELD,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53656&vessel=CATTOFIELD
1867,56602,,Cargo,Sailing Vessel,AGNES ROSE,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53658&vessel=AGNES+ROSE
1868,60684,,Cargo,Sailing Vessel,CARLIN CRAIG,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53660&vessel=CARLIN+CRAIG
1868,60783,,Cargo,Sailing Vessel,DEODARUS,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53662&vessel=DEODARUS
1869,60693,,Cargo,Sailing Vessel,ABERGELDIE,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53664&vessel=ABERGELDIE
1871,65084,152,Cargo,Sailing Vessel,MERCURY,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53666&vessel=MERCURY
1872,64420,154,Cargo,Sailing Vessel,WILLIAM MANSON,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53668&vessel=WILLIAM+MANSON
1874,65107,156,Cargo,Sailing Vessel,CAIRNBULG,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53670&vessel=CAIRNBULG
1876,70448,159,Cargo,Sailing Vessel,ALEXANDER NICOL,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53673&vessel=ALEXANDER+NICOL
1877,77437,158,Passenger / Cargo,Sailing Vessel,BRILLIANT,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53672&vessel=BRILLIANT
1881,82846,162,Passenger / Cargo,Screw Steamer,SEEWO,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53676&vessel=SEEWO
1883,88851,164,Fishing,Screw Steamer,NORTH STAR,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53678&vessel=NORTH+STAR
1883,88854,166,Coaster,Screw Steamer,DON,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53680&vessel=DON
1889,94258,168,Coaster,Screw Steamer,CLUNIE,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53682&vessel=CLUNIE
1890,98543,170,Cargo,Screw Steamer,RENOWN,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53684&vessel=RENOWN
1891,97840,172,Fishing,Screw Steamer,CARIAMA,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53686&vessel=CARIAMA
1891,98997,174,Coaster,Screw Steamer,GOLFER,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53688&vessel=GOLFER
1892,99632,176,Fishing,Screw Steamer,SUNRAY,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53690&vessel=SUNRAY
1894,104506,180,Fishing,Screw Steamer,SUNLIGHT,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53694&vessel=SUNLIGHT
1896,105082,178,Coaster,Screw Steamer,HALLER,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53692&vessel=HALLER
1896,105179,182,Fishing,Screw Steamer,SKOMER,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53696&vessel=SKOMER
1896,106540,184,Fishing,Screw Steamer,DRUMBLADE,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53698&vessel=DRUMBLADE
1896,107046,186,Fishing,Screw Steamer,SEA SWALLOW,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53700&vessel=SEA+SWALLOW
1897,108421,188,Fishing,Screw Steamer,SEA EAGLE,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53702&vessel=SEA+EAGLE
1897,108426,191,Fishing,Screw Steamer,DORIS,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53705&vessel=DORIS
1898,,194,Fishing,Screw Steamer,HOLLAND II,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53708&vessel=HOLLAND+II
1898,108430,196,Fishing,Screw Steamer,KALMIA,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53710&vessel=KALMIA
1898,108432,198,Fishing,Screw Steamer,MAGNOLIA,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53712&vessel=MAGNOLIA
1899,108436,199,Fishing,Screw Steamer,NEMOPHILA,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53713&vessel=NEMOPHILA
1899,108437,201,Fishing,Screw Steamer,PETUNIA,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53715&vessel=PETUNIA
1899,,203,Fishing,Screw Steamer,HOLLAND IV,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53717&vessel=HOLLAND+IV
1899,110893,205,Fishing,Screw Steamer,ARABIAN,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53719&vessel=ARABIAN
1899,112452,207,Fishing,Screw Steamer,DOWLAIS,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53721&vessel=DOWLAIS
1899,110929,213,Fishing,Screw Steamer,DOON,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53727&vessel=DOON
1900,112908,209,Fishing,Screw Steamer,DONSIDE,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53723&vessel=DONSIDE
1900,112906,211,Fishing,Screw Steamer,MAREC,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53725&vessel=MAREC
1900,111270,215,Fishing,Screw Steamer,ARDGOWAN,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53729&vessel=ARDGOWAN
1900,105643,217,Fishing,Screw Steamer,MORNING STAR,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53731&vessel=MORNING+STAR
1900,112928,219,Fishing,Screw Steamer,BRAEMAR,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53733&vessel=BRAEMAR
1900,112940,223,Fishing,Screw Steamer,SUNSHINE,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53737&vessel=SUNSHINE
1901,114191,225,Fishing,Screw Steamer,SEA HORSE,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53739&vessel=SEA+HORSE
1901,114196,227,Fishing,Screw Steamer,ABOYNE,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53741&vessel=ABOYNE
1901,114188,229,Fishing,Screw Steamer,CHARITY,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53743&vessel=CHARITY
1901,115553,231,Fishing,Screw Steamer,ST NICHOLAS,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53745&vessel=ST+NICHOLAS
1902,115561,233,Fishing,Screw Steamer,PETREL,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53747&vessel=PETREL
1902,115565,235,Fishing,Screw Steamer,CAIRNGORM,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53749&vessel=CAIRNGORM
1902,115573,238,Coaster,Screw Steamer,ALASTAIR,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53752&vessel=ALASTAIR
1902,115575,239,Fishing,Screw Steamer,MORVEN,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53753&vessel=MORVEN
1902,115585,241,Fishing,Screw Steamer,LOCH STENNESS,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53755&vessel=LOCH+STENNESS
1903,118165,243,Fishing,Screw Steamer,LOCH LYDOCH,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53757&vessel=LOCH+LYDOCH
1903,117509,246,Fishing,Screw Steamer,LIBERTY,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53760&vessel=LIBERTY
1903,118168,248,Fishing,Screw Steamer,LOCH CARRON,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53762&vessel=LOCH+CARRON
1903,118173,252,Fishing,Screw Steamer,EDINBURGH,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53766&vessel=EDINBURGH
1903,118875,256,Fishing,Screw Steamer,SUBLIME,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53770&vessel=SUBLIME
1904,114303,250,Fishing,Screw Steamer,PORT JACKSON,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53764&vessel=PORT+JACKSON
1904,118689,255,Fishing,Screw Steamer,SUCCESS,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53769&vessel=SUCCESS
1905,114309,251,Fishing,Screw Steamer,NORBRECK,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53765&vessel=NORBRECK
1905,122933,259,Fishing,Screw Steamer,THORNTON,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53773&vessel=THORNTON
1906,122935,261,Fishing,Screw Steamer,NEWBRIDGE,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53775&vessel=NEWBRIDGE
1906,122944,264,Fishing,Screw Steamer,WRENTHORPE,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53778&vessel=WRENTHORPE
1906,123366,265,Coaster,Screw Steamer,MARIEN,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53779&vessel=MARIEN
1906,122949,267,Fishing,Screw Steamer,FANNY,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53781&vessel=FANNY
1906,124683,270,Fishing,Screw Steamer,ROCKCLIFFE,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53784&vessel=ROCKCLIFFE
1907,124685,273,Fishing,Screw Steamer,ROSETTA,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53785&vessel=ROSETTA
1907,,275,Fishing,Screw Steamer,GUDRUN,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53787&vessel=GUDRUN
1907,125302,277,Fishing,Screw Steamer,PHILORTH,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53789&vessel=PHILORTH
,,221,,,blank ?,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53735&vessel=blank+%3F
1862,43558,,Cargo,Sailing Vessel,CITY OF ABERDEEN,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53647&vessel=CITY+OF+ABERDEEN
1862,44438,,Cargo,Sailing Vessel,WILLIAM DUTHIE,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53649&vessel=WILLIAM+DUTHIE
1863,47388,,Cargo,Sailing Vessel,DUNKELD,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53651&vessel=DUNKELD
1864,48862,,Cargo,Sailing Vessel,JOHN DUTHIE,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53653&vessel=JOHN+DUTHIE
1866,53245,,Passenger / Cargo,Sailing Vessel,SIR WILLIAM WALLACE,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53655&vessel=SIR+WILLIAM+WALLACE
1866,53256,,Passenger / Cargo,Sailing Vessel,AUSTRALIAN,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53657&vessel=AUSTRALIAN
1867,56605,,Cargo,Sailing Vessel,SIROCCO,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53659&vessel=SIROCCO
1868,60686,,Passenger / Cargo,Sailing Vessel,ANN DUTHIE,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53661&vessel=ANN+DUTHIE
1869,58881,,Cargo,Sailing Vessel,RESOLUTE,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53663&vessel=RESOLUTE
1870,60698,151,Cargo,Sailing Vessel,WINDSOR CASTLE,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53665&vessel=WINDSOR+CASTLE
1872,65089,153,Cargo,Screw Steamer,LOCH-NA-GAR,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53667&vessel=LOCH-NA-GAR
1873,67344,155,Cargo,Screw Steamer,OPAH,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53669&vessel=OPAH
1875,70441,157,Cargo,Screw Steamer,ABOYNE,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53671&vessel=ABOYNE
1876,51643,160,Cargo,Sailing Vessel,STAR OF AFRICA,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53674&vessel=STAR+OF+AFRICA
1878,77450,161,Cargo,Screw Steamer,TELEPHONE,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53675&vessel=TELEPHONE
1883,84374,163,Cargo,Screw Steamer,GLASSALT,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53677&vessel=GLASSALT
1883,84375,165,Fishing,Screw Steamer,GIPSY,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53679&vessel=GIPSY
1888,,167,Cargo,Screw Steamer,ADOLF DEPPE,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53681&vessel=ADOLF+DEPPE
1889,94544,169,Fishing,Screw Steamer,NORTH CITY,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53683&vessel=NORTH+CITY
1890,98546,171,Fishing,Screw Steamer,NORTH CAPE,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53685&vessel=NORTH+CAPE
1891,98562,173,Fishing,Screw Steamer,SUNRISE,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53687&vessel=SUNRISE
1891,99016,175,Coaster,Screw Steamer,CURLER,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53689&vessel=CURLER
1892,99638,177,Fishing,Screw Steamer,SUNBEAM,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53691&vessel=SUNBEAM
1895,,179,Cargo,Screw Steamer,ELLA,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53693&vessel=ELLA
1896,106531,181,Fishing,Screw Steamer,PETER JOHNSTONE,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53695&vessel=PETER+JOHNSTONE
1896,104118,183,Fishing,Screw Steamer,SEALARK,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53697&vessel=SEALARK
1896,106539,185,Fishing,Screw Steamer,DRUMBLAIR,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53699&vessel=DRUMBLAIR
1897,106549,187,Yacht,Screw Steamer,WHITE QUEEN,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53701&vessel=WHITE+QUEEN
1897,108425,189,Fishing,Screw Steamer,WEASEL,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53703&vessel=WEASEL
1898,108428,192,Fishing,Screw Steamer,SEA HAWK,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53706&vessel=SEA+HAWK
1898,,195,Fishing,Screw Steamer,AUGUSTA,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53709&vessel=AUGUSTA
1898,108433,197,Fishing,Screw Steamer,LOBELIA,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53711&vessel=LOBELIA
1898,108429,193,Fishing,Screw Steamer,SEA FOAM,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53707&vessel=SEA+FOAM
1899,108439,200,Fishing,Screw Steamer,OTHONNA,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53714&vessel=OTHONNA
1899,,202,Fishing,Screw Steamer,HOLLAND III,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53716&vessel=HOLLAND+III
1899,110888,204,Fishing,Screw Steamer,INDIAN,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53718&vessel=INDIAN
1899,108672,206,Fishing,Screw Steamer,CITY OF ABERDEEN,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53720&vessel=CITY+OF+ABERDEEN
1899,108676,208,Fishing,Screw Steamer,CALEDONIA I,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53722&vessel=CALEDONIA+I
1899,110930,214,Fishing,Screw Steamer,DALE,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53728&vessel=DALE
1900,108680,210,Fishing,Screw Steamer,ERN,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53724&vessel=ERN
